,Churn,tenure,Contract,Monthly,InternetService,SeniorCitizen,Partner,Dependents,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaymentMethod,Total,Cuentas_Diarias
1923,0,6,Month-to-month,48.95,DSL,0,1,1,No,No,No,No,Credit card (automatic),273.25,1.63
1924,1,2,Month-to-month,94.0,Fiber optic,1,0,0,No,No,No,No,Electronic check,181.7,3.13
1925,1,1,Month-to-month,49.55,DSL,1,1,0,Yes,No,No,No,Electronic check,49.55,1.65
1926,1,64,One year,105.65,Fiber optic,0,0,0,No,Yes,No,Yes,Credit card (automatic),6903.1,3.52
1927,0,39,One year,54.85,DSL,0,0,1,No,No,Yes,Yes,Bank transfer (automatic),2191.7,1.83
1928,0,46,One year,56.9,DSL,0,1,1,Yes,No,Yes,Yes,Mailed check,2560.1,1.9
1929,1,1,Month-to-month,90.75,Fiber optic,0,1,0,No,No,No,No,Electronic check,90.75,3.02
1930,0,72,Two year,84.2,DSL,0,1,1,Yes,No,Yes,Yes,Bank transfer (automatic),5986.55,2.81
1931,0,33,Two year,19.8,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),641.35,0.66
1932,0,32,One year,109.55,Fiber optic,0,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),3608.0,3.65
1933,0,5,Month-to-month,20.5,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,104.3,0.68
1934,1,2,Month-to-month,45.25,DSL,0,0,0,No,No,No,No,Electronic check,85.5,1.51
1935,1,2,Month-to-month,80.55,Fiber optic,0,0,0,No,No,No,No,Electronic check,184.1,2.68
1936,0,17,Month-to-month,82.65,Fiber optic,1,0,0,No,No,Yes,No,Credit card (automatic),1470.05,2.76
1937,0,5,Month-to-month,20.35,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),122.0,0.68
1938,0,10,Month-to-month,24.0,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Electronic check,226.55,0.8
1939,0,1,Month-to-month,50.15,DSL,0,0,0,No,No,No,No,Electronic check,50.15,1.67
1940,0,41,One year,56.3,DSL,0,0,0,No,Yes,No,No,Credit card (automatic),2364.0,1.88
1941,1,63,One year,99.9,Fiber optic,0,0,0,No,Yes,No,No,Bank transfer (automatic),6137.0,3.33
1942,0,22,One year,20.15,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,419.9,0.67
1943,0,47,One year,103.7,Fiber optic,0,0,0,Yes,No,Yes,Yes,Electronic check,4730.6,3.46
1944,0,65,Two year,74.2,DSL,0,0,0,No,Yes,Yes,Yes,Credit card (automatic),4805.65,2.47
1945,0,8,Month-to-month,100.15,Fiber optic,1,0,0,No,No,No,Yes,Credit card (automatic),908.55,3.34
1946,1,10,Month-to-month,95.2,Fiber optic,0,0,1,No,No,No,No,Electronic check,930.4,3.17
1947,1,9,Month-to-month,77.65,Fiber optic,0,0,0,No,No,No,No,Bank transfer (automatic),714.15,2.59
1948,0,35,One year,89.2,Fiber optic,0,0,0,Yes,No,No,Yes,Electronic check,3251.3,2.97
1949,1,2,Month-to-month,74.7,Fiber optic,1,0,0,No,Yes,No,No,Electronic check,165.4,2.49
1950,0,8,Month-to-month,43.35,DSL,1,1,0,No,Yes,Yes,No,Mailed check,371.4,1.44
1951,0,24,Month-to-month,29.1,DSL,0,1,0,No,No,Yes,No,Electronic check,688.0,0.97
1952,0,36,Two year,53.1,DSL,0,0,0,Yes,Yes,Yes,Yes,Mailed check,1901.25,1.77
1953,0,67,Two year,111.3,Fiber optic,0,1,0,No,Yes,Yes,Yes,Bank transfer (automatic),7567.2,3.71
1954,1,15,Month-to-month,83.05,Fiber optic,1,1,0,No,No,Yes,Yes,Electronic check,1258.3,2.77
1956,1,1,Month-to-month,78.05,Fiber optic,0,0,0,No,No,No,No,Electronic check,78.05,2.6
1957,1,24,Month-to-month,39.1,DSL,1,1,0,Yes,No,No,No,Bank transfer (automatic),971.3,1.3
1958,0,21,Month-to-month,36.0,DSL,0,0,0,No,Yes,No,Yes,Mailed check,780.15,1.2
1959,0,11,Month-to-month,58.95,DSL,0,0,0,No,No,No,No,Mailed check,601.6,1.96
1960,0,50,Month-to-month,104.95,Fiber optic,1,0,0,No,No,Yes,Yes,Electronic check,5222.35,3.5
1961,0,13,One year,19.45,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,270.2,0.65
1962,0,64,Two year,110.3,Fiber optic,0,1,1,Yes,Yes,No,Yes,Bank transfer (automatic),6997.3,3.68
1963,0,3,Month-to-month,80.35,Fiber optic,0,0,0,No,No,No,No,Electronic check,253.8,2.68
1964,0,71,One year,85.45,Fiber optic,0,0,1,Yes,Yes,No,No,Credit card (automatic),6028.95,2.85
1965,0,9,Month-to-month,20.15,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),238.15,0.67
1966,0,1,Month-to-month,83.4,Fiber optic,0,0,0,Yes,Yes,No,Yes,Mailed check,83.4,2.78
1967,0,3,Month-to-month,20.5,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Electronic check,76.95,0.68
1968,1,53,One year,60.45,DSL,0,1,0,No,Yes,Yes,Yes,Electronic check,3184.25,2.02
1969,0,46,Two year,19.95,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,927.1,0.66
1970,0,63,Month-to-month,80.3,Fiber optic,0,1,1,No,Yes,Yes,No,Credit card (automatic),4896.35,2.68
1971,0,71,Two year,108.55,Fiber optic,0,1,0,Yes,No,Yes,Yes,Credit card (automatic),7616.0,3.62
1972,0,5,Month-to-month,69.35,Fiber optic,1,1,0,No,No,No,No,Electronic check,341.6,2.31
1973,0,65,Two year,25.3,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1748.55,0.84
1974,0,42,Month-to-month,100.3,Fiber optic,0,0,0,No,No,No,Yes,Electronic check,4222.95,3.34
1975,0,3,Month-to-month,74.75,Fiber optic,0,0,0,No,No,Yes,No,Mailed check,238.1,2.49
1976,0,24,Month-to-month,54.95,DSL,0,0,0,Yes,No,No,Yes,Electronic check,1348.5,1.83
1977,0,66,Two year,20.55,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1357.1,0.68
1978,0,25,Two year,19.8,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),475.2,0.66
1979,0,56,One year,99.75,Fiber optic,0,1,1,No,Yes,Yes,Yes,Credit card (automatic),5608.4,3.32
1980,0,52,One year,105.1,Fiber optic,1,1,0,No,Yes,Yes,No,Bank transfer (automatic),5376.4,3.5
1981,0,23,Two year,25.1,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,611.45,0.84
1982,0,25,One year,26.8,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Mailed check,733.55,0.89
1983,0,32,Month-to-month,101.35,Fiber optic,0,0,0,No,No,Yes,No,Electronic check,3334.9,3.38
1984,1,16,Month-to-month,50.15,DSL,0,0,0,Yes,No,No,No,Electronic check,762.25,1.67
1985,0,23,Month-to-month,88.45,Fiber optic,1,1,1,No,Yes,Yes,No,Bank transfer (automatic),2130.55,2.95
1986,0,26,One year,54.55,DSL,0,0,0,Yes,No,No,Yes,Credit card (automatic),1362.85,1.82
1987,0,49,One year,20.05,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),923.1,0.67
1988,0,1,Month-to-month,20.05,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Mailed check,20.05,0.67
1989,1,5,Month-to-month,70.25,Fiber optic,1,0,0,No,No,No,No,Mailed check,331.9,2.34
1990,0,50,Two year,19.4,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1023.95,0.65
1991,1,13,Month-to-month,45.55,DSL,0,0,0,Yes,No,No,Yes,Credit card (automatic),597.0,1.52
1992,0,28,One year,19.9,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,543.0,0.66
1993,0,49,One year,19.45,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),921.3,0.65
1994,0,18,Month-to-month,95.05,Fiber optic,0,0,0,No,No,Yes,Yes,Bank transfer (automatic),1679.4,3.17
1995,0,72,Two year,71.45,DSL,0,1,1,Yes,No,Yes,No,Bank transfer (automatic),5025.85,2.38
1996,0,37,Month-to-month,95.25,Fiber optic,0,1,1,No,No,No,No,Electronic check,3314.15,3.18
1997,0,7,Month-to-month,29.8,DSL,1,1,0,Yes,No,No,No,Bank transfer (automatic),220.45,0.99
1998,0,45,Month-to-month,81.4,Fiber optic,0,1,0,No,Yes,No,No,Bank transfer (automatic),3775.85,2.71
1999,0,19,Month-to-month,45.0,DSL,0,0,0,No,No,No,No,Bank transfer (automatic),865.85,1.5
2000,0,29,One year,19.8,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,572.2,0.66
2001,0,61,One year,103.9,Fiber optic,0,1,1,No,Yes,Yes,Yes,Credit card (automatic),6449.15,3.46
2002,0,4,Month-to-month,45.9,DSL,0,0,0,No,No,No,No,Electronic check,199.75,1.53
2003,0,38,Month-to-month,103.65,Fiber optic,0,0,0,No,No,Yes,Yes,Electronic check,3988.5,3.46
2004,0,2,Month-to-month,19.9,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Electronic check,57.4,0.66
2005,1,1,Month-to-month,45.05,DSL,0,0,0,No,No,No,No,Mailed check,45.05,1.5
2006,0,15,One year,45.9,DSL,0,0,0,Yes,Yes,Yes,Yes,Mailed check,693.45,1.53
2007,1,71,Two year,108.05,Fiber optic,0,0,0,Yes,No,Yes,Yes,Electronic check,7532.15,3.6
2008,1,52,Month-to-month,84.1,Fiber optic,0,1,0,Yes,No,No,No,Electronic check,4348.65,2.8
2009,1,2,Month-to-month,20.65,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,38.7,0.69
2010,1,24,Month-to-month,93.15,Fiber optic,1,1,0,No,No,Yes,No,Electronic check,2231.05,3.1
2011,0,43,Month-to-month,75.35,Fiber optic,0,0,0,No,No,No,No,Credit card (automatic),3161.4,2.51
2012,1,2,Month-to-month,46.05,DSL,0,0,0,No,No,No,No,Bank transfer (automatic),80.35,1.54
2013,0,24,Month-to-month,49.7,DSL,0,0,0,No,Yes,No,No,Mailed check,1218.25,1.66
2014,1,41,Month-to-month,99.8,Fiber optic,1,1,0,No,No,Yes,No,Electronic check,4259.3,3.33
2015,1,14,Month-to-month,87.25,Fiber optic,0,1,1,No,No,Yes,No,Electronic check,1258.6,2.91
2016,0,64,Two year,68.3,DSL,0,1,0,No,Yes,Yes,Yes,Mailed check,4378.8,2.28
2017,0,72,Two year,19.4,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1363.25,0.65
2018,0,27,Month-to-month,56.15,DSL,0,0,0,No,Yes,No,Yes,Mailed check,1439.35,1.87
2019,0,35,One year,73.0,DSL,1,0,0,No,No,Yes,Yes,Electronic check,2471.25,2.43
2020,0,1,Month-to-month,59.55,DSL,0,0,1,No,No,No,Yes,Mailed check,59.55,1.98
2022,1,1,Month-to-month,68.65,Fiber optic,0,0,0,No,No,No,No,Electronic check,68.65,2.29
2023,1,43,Month-to-month,89.55,Fiber optic,1,0,0,No,No,No,No,Mailed check,3856.75,2.98
2024,0,53,One year,95.85,Fiber optic,1,1,0,No,No,No,No,Credit card (automatic),5016.25,3.2
2025,1,17,One year,55.85,DSL,0,0,1,No,No,Yes,No,Mailed check,937.5,1.86
2026,1,20,Month-to-month,85.8,Fiber optic,1,0,0,No,No,No,No,Credit card (automatic),1727.5,2.86
2027,0,6,One year,19.15,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,124.4,0.64
2028,0,1,Month-to-month,24.7,DSL,0,0,1,No,No,No,No,Electronic check,24.7,0.82
2029,0,61,Two year,89.65,DSL,0,0,0,Yes,Yes,Yes,Yes,Electronic check,5308.7,2.99
2030,1,4,Month-to-month,89.2,Fiber optic,1,0,0,No,No,Yes,No,Electronic check,346.2,2.97
2031,0,1,Month-to-month,19.55,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,19.55,0.65
2032,1,1,Month-to-month,80.5,Fiber optic,0,0,0,No,No,No,No,Electronic check,80.5,2.68
2033,0,68,One year,83.65,Fiber optic,0,1,1,No,Yes,No,Yes,Bank transfer (automatic),5733.4,2.79
2034,1,1,Month-to-month,79.25,Fiber optic,0,0,0,No,No,No,No,Electronic check,79.25,2.64
2035,1,2,Month-to-month,80.6,Fiber optic,0,0,0,No,No,Yes,No,Mailed check,155.8,2.69
2036,1,45,Month-to-month,89.3,Fiber optic,0,0,0,No,Yes,No,No,Credit card (automatic),4016.85,2.98
2037,1,40,Month-to-month,84.85,Fiber optic,0,1,1,No,No,Yes,Yes,Electronic check,3303.05,2.83
2038,0,34,Month-to-month,105.1,Fiber optic,0,0,0,No,Yes,Yes,Yes,Electronic check,3634.8,3.5
2039,0,13,Month-to-month,85.95,Fiber optic,0,0,0,No,No,No,No,Electronic check,1215.65,2.86
2040,1,1,Month-to-month,20.25,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,20.25,0.68
2041,0,35,One year,40.9,DSL,0,1,1,No,No,No,Yes,Mailed check,1383.6,1.36
2042,0,35,One year,19.9,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Electronic check,666.0,0.66
2043,0,72,Two year,102.65,Fiber optic,1,1,0,Yes,Yes,Yes,No,Credit card (automatic),7550.3,3.42
2044,0,2,Month-to-month,74.2,Fiber optic,1,1,0,No,No,Yes,No,Electronic check,140.1,2.47
2045,0,12,Month-to-month,19.45,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),227.45,0.65
2046,0,69,Two year,75.75,DSL,0,1,1,Yes,Yes,Yes,Yes,Bank transfer (automatic),5388.15,2.52
2047,0,57,Month-to-month,104.9,Fiber optic,1,0,0,No,Yes,No,Yes,Bank transfer (automatic),5913.95,3.5
2048,1,35,Month-to-month,70.3,Fiber optic,0,1,0,No,No,No,No,Electronic check,2416.55,2.34
2049,0,69,Two year,86.9,DSL,0,1,1,Yes,No,Yes,Yes,Bank transfer (automatic),6194.1,2.9
2050,1,63,One year,107.5,Fiber optic,0,1,0,No,Yes,Yes,No,Electronic check,6873.75,3.58
2051,0,41,Month-to-month,45.2,DSL,0,0,1,No,No,No,No,Bank transfer (automatic),1841.9,1.51
2052,0,47,Two year,21.3,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1041.8,0.71
2053,1,72,One year,117.8,Fiber optic,0,1,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),8684.8,3.93
2054,0,59,One year,79.85,DSL,0,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),4786.1,2.66
2055,0,18,Two year,19.35,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,309.25,0.64
2056,1,25,Month-to-month,34.0,DSL,0,1,0,No,No,No,No,Bank transfer (automatic),853.0,1.13
2057,0,40,One year,80.8,Fiber optic,0,1,0,No,Yes,Yes,No,Electronic check,3132.75,2.69
2058,0,2,Month-to-month,69.8,Fiber optic,0,0,0,No,No,No,No,Electronic check,146.65,2.33
2059,1,21,One year,55.95,DSL,0,1,1,Yes,No,Yes,No,Electronic check,1157.05,1.86
2060,0,68,One year,101.05,Fiber optic,0,1,1,No,Yes,No,No,Credit card (automatic),6770.5,3.37
2061,0,70,Two year,19.55,No,1,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1462.05,0.65
2062,0,1,Month-to-month,44.55,DSL,0,1,1,No,No,No,No,Electronic check,44.55,1.48
2063,0,72,Two year,84.05,Fiber optic,0,1,0,Yes,Yes,No,No,Bank transfer (automatic),6052.25,2.8
2064,0,2,Month-to-month,70.4,Fiber optic,0,1,0,No,No,No,No,Credit card (automatic),154.8,2.35
2065,0,11,One year,20.6,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,233.9,0.69
2066,0,56,Two year,24.95,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1468.9,0.83
2067,0,36,Month-to-month,34.85,DSL,0,0,0,No,Yes,No,Yes,Bank transfer (automatic),1267.2,1.16
2068,0,37,One year,90.6,DSL,0,0,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),3358.65,3.02
2069,1,39,Month-to-month,55.9,DSL,0,1,0,Yes,No,Yes,No,Electronic check,2184.35,1.86
2070,0,18,Month-to-month,80.55,Fiber optic,0,0,1,No,No,Yes,No,Credit card (automatic),1406.65,2.68
2071,0,19,Month-to-month,84.75,Fiber optic,0,0,0,Yes,No,Yes,No,Electronic check,1651.95,2.82
2072,1,4,Month-to-month,76.65,Fiber optic,0,0,0,No,Yes,No,No,Bank transfer (automatic),333.6,2.56
2073,0,1,Month-to-month,69.95,Fiber optic,0,1,1,No,No,No,No,Credit card (automatic),69.95,2.33
2074,0,38,Month-to-month,83.45,Fiber optic,1,1,0,Yes,No,No,No,Electronic check,3147.15,2.78
2076,0,56,One year,100.55,Fiber optic,0,1,0,Yes,No,No,No,Electronic check,5514.95,3.35
2077,0,30,One year,68.95,DSL,0,0,0,No,Yes,Yes,No,Credit card (automatic),2038.7,2.3
2078,0,72,Two year,88.7,DSL,0,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),6501.35,2.96
2079,0,8,One year,20.2,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),140.95,0.67
2080,0,53,Two year,104.05,Fiber optic,0,1,1,Yes,Yes,Yes,Yes,Bank transfer (automatic),5566.4,3.47
2081,0,46,One year,94.65,Fiber optic,0,1,0,No,Yes,Yes,No,Electronic check,4312.5,3.16
2082,0,6,Month-to-month,20.7,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,112.75,0.69
2083,1,8,Month-to-month,94.2,Fiber optic,0,1,1,No,No,Yes,No,Electronic check,777.3,3.14
2084,1,56,One year,98.25,Fiber optic,0,1,0,No,Yes,No,No,Electronic check,5508.35,3.28
2085,1,31,Month-to-month,65.25,DSL,0,0,0,Yes,No,Yes,Yes,Credit card (automatic),1994.3,2.17
2086,0,13,Month-to-month,59.9,DSL,1,0,0,No,Yes,No,No,Electronic check,788.35,2.0
2087,0,40,Month-to-month,110.1,Fiber optic,0,1,1,Yes,Yes,No,Yes,Credit card (automatic),4469.1,3.67
2088,0,59,One year,94.05,Fiber optic,1,1,0,Yes,Yes,Yes,Yes,Electronic check,5483.9,3.14
2089,0,50,One year,103.05,Fiber optic,0,1,1,No,No,Yes,Yes,Mailed check,5153.5,3.44
2090,1,2,Month-to-month,24.4,DSL,0,1,1,No,No,No,No,Mailed check,36.55,0.81
2091,0,46,Two year,79.2,DSL,0,0,0,Yes,No,Yes,No,Mailed check,3593.8,2.64
2092,0,18,Month-to-month,64.8,DSL,0,0,1,Yes,No,No,No,Electronic check,1166.7,2.16
2093,0,35,Month-to-month,33.45,DSL,0,0,0,No,No,Yes,Yes,Mailed check,1175.85,1.12
2094,1,1,Month-to-month,50.6,DSL,0,0,1,Yes,No,No,No,Mailed check,50.6,1.69
2095,1,4,Month-to-month,80.8,Fiber optic,0,0,1,No,No,No,Yes,Credit card (automatic),332.45,2.69
2096,1,5,Month-to-month,85.3,Fiber optic,0,0,0,No,Yes,Yes,No,Electronic check,424.15,2.84
2097,0,69,Two year,64.15,DSL,0,1,1,Yes,No,Yes,Yes,Credit card (automatic),4254.1,2.14
2098,1,17,Month-to-month,80.85,Fiber optic,0,1,1,No,No,No,No,Electronic check,1400.85,2.7
2099,1,1,Month-to-month,20.2,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),20.2,0.67
2100,1,24,Month-to-month,78.85,Fiber optic,1,1,0,Yes,No,No,No,Electronic check,1772.25,2.63
2102,0,62,One year,84.45,Fiber optic,1,0,0,No,No,No,No,Electronic check,4959.15,2.82
2103,1,12,Month-to-month,45.4,DSL,0,0,0,No,No,No,No,Bank transfer (automatic),518.9,1.51
2104,0,23,Month-to-month,20.85,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Electronic check,473.9,0.7
2105,0,45,Month-to-month,50.9,DSL,0,1,1,Yes,No,No,No,Bank transfer (automatic),2333.85,1.7
2106,0,9,Month-to-month,85.3,Fiber optic,0,0,0,No,No,Yes,No,Credit card (automatic),781.4,2.84
2107,1,4,Month-to-month,80.35,Fiber optic,0,1,0,No,No,No,No,Electronic check,307.4,2.68
2108,0,24,Month-to-month,85.95,Fiber optic,0,0,0,No,Yes,Yes,Yes,Electronic check,2107.15,2.86
2109,0,71,Two year,25.95,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1801.9,0.86
2110,1,2,Month-to-month,45.15,DSL,0,0,0,No,No,No,No,Electronic check,98.5,1.5
2111,0,1,One year,18.8,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,18.8,0.63
2112,1,10,Month-to-month,100.6,Fiber optic,0,0,0,No,No,Yes,No,Electronic check,1060.2,3.35
2113,0,2,Month-to-month,51.4,DSL,0,0,0,No,Yes,No,No,Electronic check,96.8,1.71
2114,0,67,One year,60.5,DSL,0,0,0,Yes,Yes,No,Yes,Credit card (automatic),3870.0,2.02
2115,0,7,One year,69.45,DSL,0,1,1,Yes,Yes,Yes,No,Electronic check,477.05,2.32
2116,0,13,Month-to-month,78.75,DSL,0,0,0,Yes,No,Yes,No,Electronic check,995.35,2.62
2117,0,57,One year,94.7,Fiber optic,0,0,0,No,Yes,No,Yes,Electronic check,5468.95,3.16
2118,0,36,Month-to-month,91.95,Fiber optic,1,1,0,No,Yes,No,No,Credit card (automatic),3301.05,3.06
2119,0,66,Two year,90.05,DSL,0,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),5965.95,3.0
2120,0,22,Month-to-month,59.05,DSL,0,0,0,Yes,No,No,Yes,Mailed check,1253.5,1.97
2121,1,17,Month-to-month,94.4,Fiber optic,0,1,1,Yes,No,Yes,No,Electronic check,1607.2,3.15
2122,1,1,Month-to-month,74.45,Fiber optic,1,0,0,No,No,No,No,Mailed check,74.45,2.48
2123,1,11,Month-to-month,94.0,Fiber optic,0,1,0,No,No,No,No,Electronic check,1078.9,3.13
2124,1,2,Month-to-month,73.55,Fiber optic,0,1,1,No,Yes,No,No,Bank transfer (automatic),145.4,2.45
2125,0,3,Month-to-month,95.4,Fiber optic,0,0,0,No,Yes,No,No,Electronic check,293.15,3.18
2126,1,4,Month-to-month,74.8,Fiber optic,0,0,0,No,No,Yes,No,Bank transfer (automatic),321.9,2.49
2127,0,69,Two year,19.75,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1375.4,0.66
2128,0,72,Two year,104.9,Fiber optic,0,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),7732.65,3.5
2129,0,23,Month-to-month,93.5,Fiber optic,0,0,0,No,No,No,No,Electronic check,2341.55,3.12
2130,0,40,Month-to-month,74.55,DSL,0,1,1,No,No,Yes,No,Electronic check,3015.75,2.48
2131,0,70,Two year,84.7,DSL,0,0,0,Yes,Yes,Yes,No,Mailed check,5991.05,2.82
2132,0,70,Month-to-month,90.85,Fiber optic,1,1,0,Yes,No,No,No,Electronic check,6470.1,3.03
2133,0,3,One year,69.95,DSL,0,0,0,No,No,Yes,No,Electronic check,220.45,2.33
2134,0,69,Two year,110.05,Fiber optic,0,0,0,Yes,Yes,Yes,No,Credit card (automatic),7430.75,3.67
2135,1,6,Month-to-month,89.5,Fiber optic,0,0,0,No,No,No,No,Electronic check,573.3,2.98
2136,0,72,Two year,92.0,DSL,0,0,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),6632.75,3.07
2137,0,67,Two year,86.15,DSL,0,1,0,No,Yes,Yes,Yes,Bank transfer (automatic),5883.85,2.87
2139,1,40,One year,99.2,Fiber optic,1,1,0,No,Yes,No,Yes,Credit card (automatic),4062.2,3.31
2140,0,19,Two year,24.9,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),467.7,0.83
2141,0,70,Two year,40.05,DSL,0,0,0,No,No,No,Yes,Mailed check,2799.75,1.34
2142,0,21,Two year,71.05,DSL,0,0,0,Yes,Yes,No,Yes,Credit card (automatic),1524.85,2.37
2143,1,32,Month-to-month,104.9,Fiber optic,1,1,0,No,No,Yes,Yes,Electronic check,3351.55,3.5
2144,0,29,Month-to-month,103.95,Fiber optic,1,1,1,No,No,Yes,No,Electronic check,2964.8,3.47
2145,0,29,Month-to-month,74.2,Fiber optic,0,0,0,No,No,No,No,Electronic check,1993.25,2.47
2146,0,25,Month-to-month,95.15,Fiber optic,0,1,0,No,No,No,Yes,Electronic check,2395.7,3.17
2147,1,55,Month-to-month,98.8,Fiber optic,1,0,0,Yes,No,No,No,Electronic check,5617.75,3.29
2148,0,55,Month-to-month,103.65,Fiber optic,0,1,0,No,Yes,Yes,No,Credit card (automatic),5676.65,3.46
2149,1,2,Month-to-month,94.2,Fiber optic,0,0,1,No,No,No,No,Bank transfer (automatic),193.8,3.14
2150,0,2,Month-to-month,20.7,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),39.85,0.69
2152,1,62,One year,96.75,Fiber optic,0,0,0,No,No,Yes,No,Electronic check,6125.4,3.22
2153,0,19,Month-to-month,20.0,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Electronic check,377.55,0.67
2155,0,7,Month-to-month,20.65,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,158.95,0.69
2156,0,29,Month-to-month,75.3,Fiber optic,0,1,0,No,No,Yes,No,Credit card (automatic),2263.4,2.51
2157,0,29,Month-to-month,33.75,DSL,0,1,0,No,No,No,No,Mailed check,1009.25,1.12
2159,1,12,Month-to-month,81.7,Fiber optic,0,0,0,Yes,No,Yes,No,Bank transfer (automatic),858.6,2.72
2160,0,50,One year,70.8,DSL,0,0,1,Yes,No,Yes,Yes,Credit card (automatic),3478.15,2.36
2161,0,67,Two year,111.2,Fiber optic,0,1,1,No,Yes,Yes,Yes,Bank transfer (automatic),7530.8,3.71
2162,1,33,Month-to-month,86.15,Fiber optic,0,1,1,No,No,No,No,Credit card (automatic),2745.7,2.87
2163,0,37,One year,75.1,DSL,0,1,1,Yes,Yes,No,No,Bank transfer (automatic),2658.8,2.5
2164,0,64,Two year,25.0,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1584.8,0.83
2165,1,1,Month-to-month,89.9,Fiber optic,0,0,0,No,No,No,No,Electronic check,89.9,3.0
2166,0,8,Month-to-month,74.85,Fiber optic,0,0,0,No,No,No,No,Electronic check,572.45,2.49
2167,1,9,Month-to-month,44.95,DSL,0,0,0,No,No,No,No,Mailed check,431.0,1.5
2168,0,1,Month-to-month,20.05,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,20.05,0.67
2169,1,48,One year,34.7,DSL,0,1,0,No,Yes,Yes,No,Mailed check,1604.5,1.16
2170,0,38,Month-to-month,66.15,DSL,0,0,0,Yes,Yes,Yes,No,Bank transfer (automatic),2522.4,2.2
2171,0,3,Month-to-month,20.2,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),50.6,0.67
2172,0,32,Month-to-month,19.9,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),601.55,0.66
2173,0,3,Month-to-month,60.65,DSL,0,0,0,No,No,No,Yes,Mailed check,196.9,2.02
2174,1,10,Month-to-month,94.85,Fiber optic,0,0,0,No,Yes,Yes,No,Electronic check,953.45,3.16
2175,1,1,Month-to-month,85.8,Fiber optic,0,0,0,No,No,No,No,Mailed check,85.8,2.86
